,age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
4731,52,2,95329,9,2,6,0,4,1,40,18,0
4732,56,2,373216,11,2,0,0,4,1,48,38,0
4733,52,2,204226,9,0,2,1,4,1,40,38,0
4734,56,5,222745,10,2,13,0,4,1,56,38,0
4735,54,2,106728,9,2,12,0,4,1,40,38,0
4736,43,4,61287,9,2,3,0,4,1,60,38,0
4737,68,2,146011,11,6,2,1,4,0,42,38,0
4738,38,2,166744,9,2,0,5,4,0,40,38,0
4739,44,1,54651,12,2,9,0,4,1,40,38,1
4740,23,2,131230,9,4,10,3,4,1,50,38,0
4741,69,2,271312,11,6,0,1,4,0,40,38,0
4742,52,2,163776,11,2,11,0,4,1,60,38,1
4743,24,2,230126,7,2,7,0,4,1,40,38,0
4744,45,2,37718,9,2,9,0,4,1,40,38,1
4745,43,2,245975,6,2,0,0,4,1,84,38,0
4746,59,5,115439,9,2,3,0,4,1,40,38,1
4747,35,2,97554,7,2,3,0,4,1,50,38,1
4748,43,2,109762,9,2,9,0,4,1,20,38,1
4749,47,2,138342,1,2,4,0,4,1,40,38,0
4750,48,2,275154,11,2,5,0,2,1,40,38,0
4751,23,5,191165,15,4,10,1,4,1,15,38,0
4752,51,2,277471,11,2,2,0,4,1,40,38,1
4753,44,2,117936,11,2,2,0,2,1,40,38,0
4754,24,2,249956,9,4,0,1,4,0,40,38,0
4755,39,3,170502,12,0,3,1,2,1,70,38,1
4756,19,2,202951,15,4,5,3,4,1,20,38,0
4757,21,2,396722,15,4,7,3,4,0,25,38,0
4758,49,2,93557,11,2,3,0,4,1,48,38,1
4759,22,2,103805,15,4,7,3,4,1,36,38,0
4760,59,2,92141,11,6,6,1,2,0,40,38,0
4761,51,2,171924,11,2,2,0,4,1,50,38,1
4762,38,1,173804,9,0,9,3,4,0,38,38,0
4763,45,2,139571,11,2,2,0,4,1,50,38,1
4764,56,3,142076,15,2,4,0,4,1,60,38,0
4765,27,1,68729,11,2,10,0,1,1,40,38,1
4766,21,2,37783,15,4,3,1,4,0,38,38,0
4767,55,4,183580,12,0,3,1,4,1,45,38,0
4768,31,2,106637,15,0,0,4,4,0,20,38,0
4769,57,4,411604,6,2,4,0,4,1,45,25,0
4770,26,2,201663,12,4,9,1,2,1,40,38,0
4771,51,2,153064,11,2,13,0,4,1,40,38,0
4772,35,2,212465,11,4,7,1,4,1,40,38,0
4773,46,2,141221,9,2,0,0,1,1,40,29,1
4774,38,1,289653,9,2,10,0,4,1,48,38,0
4775,24,2,219835,5,4,5,1,4,1,24,12,0
4776,38,5,187119,12,0,3,1,4,0,50,38,1
4777,49,2,406518,11,0,8,4,4,0,16,40,0
4778,51,2,145105,15,4,13,1,4,1,30,38,0
4779,72,2,171181,11,6,0,4,4,0,20,38,0
4780,60,2,80927,5,2,13,0,4,1,50,38,1
4781,45,2,191357,8,2,2,0,4,1,40,38,0
4782,21,2,153542,0,2,4,0,4,1,30,38,0
4783,49,2,27802,15,2,2,0,4,1,40,38,1
4784,46,2,275792,9,4,3,4,2,0,40,38,0
4785,62,0,162876,15,2,0,0,4,1,40,38,0
4786,51,2,197600,9,2,3,0,4,1,50,38,1
4787,50,2,134247,15,2,2,0,4,1,50,38,1
4788,18,2,179597,11,4,7,1,4,1,20,38,0
4789,71,2,148003,9,0,11,1,4,0,38,38,1
4790,30,2,185177,11,4,5,1,4,1,22,38,0
4791,51,2,133069,0,6,11,4,4,0,40,38,0
4792,36,2,177154,8,4,12,1,4,1,40,38,1
4793,41,5,29324,11,0,0,4,4,0,45,38,0
4794,38,5,54911,15,0,12,4,4,0,10,38,0
4795,49,2,219611,9,2,3,0,4,1,75,38,1
4796,42,5,200294,9,0,9,4,4,0,40,38,0
4797,53,2,177063,15,2,11,0,4,1,45,38,1
4798,21,2,140001,15,4,0,3,4,1,10,38,0
4799,19,2,237433,11,4,9,1,4,0,40,38,0
4800,43,5,99185,9,0,9,1,4,0,40,38,0
4801,47,4,52291,12,2,11,0,4,1,45,38,1
4802,30,2,247328,11,5,10,1,4,1,40,38,1
4803,63,4,388594,14,2,9,0,4,1,50,38,1
4804,53,1,130730,11,0,0,2,4,0,35,38,0
4805,23,2,115458,15,2,11,0,4,1,40,38,0
4806,28,2,113866,11,0,0,4,4,0,40,38,0
4807,61,2,284710,14,2,9,0,4,1,45,3,1
4808,60,1,168381,8,6,0,1,0,0,40,38,0
4809,32,2,167063,9,2,12,0,4,1,40,38,0
4810,47,2,33794,11,2,2,0,4,1,56,38,1
4811,36,2,263574,8,2,0,5,4,0,40,38,0
4812,24,2,95552,11,4,5,1,4,1,40,38,0
4813,46,2,245724,9,2,3,0,4,1,44,38,0
4814,59,2,152731,0,2,13,0,4,1,40,38,0
4815,30,2,366876,1,2,13,0,4,1,40,38,0
4816,30,2,203488,9,4,9,1,4,1,60,38,0
4817,38,2,30529,11,2,5,0,4,1,40,38,0
4818,57,2,201159,11,6,11,1,4,0,30,38,0
4819,64,3,182158,14,2,9,0,4,1,60,38,1
4820,48,2,443377,12,4,9,1,4,1,60,38,0
4821,28,2,101618,9,2,3,0,4,1,42,38,1
4822,46,3,132576,11,2,11,0,4,1,45,38,1
4823,55,3,147098,11,0,3,4,4,1,60,38,1
4824,44,2,30424,7,0,3,1,4,0,40,38,0
4825,50,2,68898,8,2,10,0,4,1,40,38,0
4826,58,2,158864,11,6,3,1,4,1,55,38,1
4827,27,0,180103,8,4,12,4,2,1,40,38,0
4828,52,2,317625,12,0,9,4,4,0,40,38,0
4829,30,2,80933,15,2,11,0,4,1,40,38,0
4830,49,2,107373,0,2,13,0,4,1,99,38,1
4831,32,4,220148,11,2,3,0,4,1,40,38,0
4832,44,3,63503,9,2,11,0,4,1,60,11,1
4833,63,2,210350,4,2,6,0,3,1,32,25,0
4834,60,2,194589,9,2,9,0,4,1,40,38,1
4835,55,2,200453,15,2,12,0,4,1,40,38,0
4836,77,4,101575,2,0,13,1,4,1,12,38,0
4837,55,2,201232,12,2,3,0,4,1,55,38,1
4838,51,2,168553,11,4,2,3,4,1,35,38,0
4839,35,2,166606,15,2,3,0,4,1,40,38,0
4840,33,2,106014,9,0,11,1,4,1,40,38,0
4841,34,2,100882,9,2,11,0,4,1,47,38,1
4842,52,5,108836,9,2,10,0,4,1,48,38,1
4843,50,2,271493,11,0,0,1,4,0,40,38,0
4844,48,1,204629,10,2,9,0,4,1,45,1,1
4845,24,2,153078,9,4,12,1,1,1,40,38,0
4846,44,2,148316,7,2,7,0,4,1,40,38,0
4847,40,2,293485,11,0,8,4,4,0,32,38,0
4848,61,1,257105,15,0,2,4,4,1,40,38,0
4849,60,2,248160,11,2,4,0,4,1,40,38,0
4850,47,2,209057,15,0,2,4,4,1,40,38,1
4851,30,0,243233,15,2,1,0,4,1,48,38,1
4852,44,2,204314,11,2,7,5,2,0,38,38,1
4853,60,2,108969,0,2,2,0,4,1,50,38,0
4854,44,2,103397,11,0,5,2,4,0,40,38,0
4855,33,2,198452,9,5,12,4,4,0,40,38,0
4856,38,2,216572,11,5,8,4,2,0,40,38,0
4857,42,2,311920,9,2,3,5,4,0,17,38,1
4858,45,3,363298,9,2,3,0,2,1,45,38,1
4859,40,2,146906,12,2,3,0,4,1,50,38,1
4860,40,2,339814,15,2,3,0,4,1,40,38,1
4861,60,2,169408,9,2,3,0,4,1,40,38,1
4862,40,4,308296,11,0,7,3,4,0,40,38,0
4863,45,2,59380,9,4,9,1,4,0,40,38,0
4864,51,4,195634,12,4,3,1,4,1,20,38,1
4865,31,0,180656,11,4,0,3,4,1,35,38,0
4866,19,2,144793,1,4,6,3,4,1,40,38,0
4867,24,1,56820,9,4,9,1,4,1,40,38,0
4868,51,2,41414,6,4,7,1,2,0,40,38,0
4869,28,4,160731,9,2,4,0,4,1,50,38,0
4870,31,2,175778,7,4,0,1,4,0,40,38,0
4871,19,2,230238,11,4,13,3,4,1,46,38,0
4872,39,5,372130,12,2,9,0,2,1,56,38,0
4873,27,2,167501,9,2,9,5,4,0,40,38,0
4874,39,2,141029,11,2,0,5,4,0,40,38,1
4875,45,2,135525,12,0,0,4,4,0,40,38,0
4876,21,2,522881,8,4,3,2,4,1,40,25,0
4877,67,2,162009,0,2,10,0,4,1,16,38,0
4878,28,2,365745,6,2,2,0,4,1,40,38,0
4879,28,2,68393,11,4,7,1,4,0,46,38,0
4880,48,2,203576,15,2,2,0,4,1,40,38,1
4881,24,5,138513,9,4,9,1,4,1,20,38,0
4882,23,2,39551,11,5,0,1,4,0,40,38,0
4883,17,2,127366,0,4,7,3,4,0,20,38,0
4884,21,2,183747,11,4,0,3,4,0,40,38,0
4885,30,2,136331,11,2,0,0,4,1,40,38,0
4886,53,2,81794,11,2,11,5,4,0,40,38,0
4887,40,2,222596,9,2,9,0,4,1,60,38,1
4888,39,2,108943,1,0,7,4,4,0,40,38,0
4889,38,2,189092,8,2,2,0,4,1,43,38,0
4890,33,2,152109,7,2,2,0,4,1,45,38,0
4891,36,2,195565,9,0,3,4,4,0,40,38,0
4892,53,2,255927,9,6,0,4,4,0,52,38,0
4893,32,2,100734,11,4,3,1,4,0,50,38,0
4894,52,1,266433,15,6,12,4,4,0,40,38,0
4895,31,2,158672,1,5,7,1,4,1,38,32,0
4896,35,2,102268,2,0,10,2,4,1,40,38,0
4897,49,4,228399,11,0,6,4,2,0,40,38,0
4898,28,2,298510,7,4,0,3,4,1,40,38,0
4899,75,3,126225,11,2,3,0,4,1,40,38,1
4900,43,2,228456,7,0,3,1,2,1,40,38,0
4901,22,3,437161,11,4,0,4,2,0,40,38,0
4902,43,0,183608,11,0,0,1,2,0,40,38,0
4903,40,1,174395,9,2,3,0,4,1,60,38,1
4904,29,2,221366,15,4,13,1,4,1,40,38,0
4905,21,2,421010,1,2,2,0,4,1,60,38,0
4906,44,2,245333,8,4,9,1,2,1,40,38,0
4907,33,1,352277,15,2,0,0,4,1,45,38,1
4908,38,2,29874,9,4,11,1,4,1,48,38,1
4909,29,2,77322,11,4,7,1,4,0,32,38,0
4910,34,2,260560,11,2,2,0,4,1,55,38,1
4911,27,3,217848,2,2,0,0,4,1,40,38,1
4912,20,2,283731,11,4,2,1,4,1,40,38,0
4913,35,5,190759,12,4,0,1,4,1,40,38,0
4914,59,5,109567,15,2,3,0,4,1,40,38,1
4915,19,4,209826,15,4,4,3,4,0,32,38,0
4916,27,2,232801,0,0,6,2,4,0,40,38,0
4917,41,2,154374,9,2,3,0,4,1,50,38,1
4918,35,3,126738,7,4,4,3,4,1,50,38,0
4919,26,2,202156,11,2,7,3,4,0,30,38,0
4920,32,2,195447,9,2,3,0,4,1,55,38,1
4921,23,2,189203,8,4,0,1,4,1,50,38,0
4922,21,2,223019,11,4,7,3,4,0,30,38,0
4923,58,2,195878,11,2,3,0,4,1,24,4,0
4924,58,2,163150,11,6,8,1,4,0,28,38,0
4925,19,4,139278,11,4,11,3,4,1,20,38,0
4926,29,2,196494,15,0,5,4,4,0,36,38,0
4927,25,0,303704,7,0,0,1,4,0,40,38,0
4928,29,2,304082,7,4,9,1,4,1,40,28,0
4929,18,2,106943,1,4,11,3,4,0,12,38,0
4930,23,2,220993,15,4,7,3,4,1,35,38,0
4931,52,2,83984,15,2,11,3,4,0,40,38,0
4932,23,5,340605,9,4,0,1,4,0,12,38,0
4933,18,2,379710,11,4,11,3,4,0,20,38,0
4934,39,2,145933,9,2,2,0,4,1,55,38,1
4935,34,4,208068,6,2,2,0,3,1,40,12,0
4936,39,2,172718,15,0,11,4,4,0,40,38,0
4937,30,2,53285,8,2,6,0,4,1,40,38,0
4938,50,2,139793,15,0,0,4,4,0,38,38,0
4939,32,2,144064,11,4,0,4,4,1,40,38,0
4940,29,2,182676,0,4,7,3,4,0,38,25,0
4941,29,2,108574,11,0,7,1,4,0,30,38,0
4942,31,4,163845,11,0,7,4,4,0,40,38,0
4943,25,2,344804,4,3,5,2,4,1,40,25,0
4944,30,5,252818,15,4,9,1,4,0,40,38,0
4945,56,1,114231,0,6,7,4,4,0,25,38,0
4946,42,2,111895,15,2,2,0,4,1,40,38,1
4947,52,2,128814,15,0,7,4,4,0,50,38,0
4948,37,2,168941,12,2,3,0,4,1,55,38,1
4949,27,2,212578,15,4,7,3,4,1,20,38,0
4950,19,2,192773,11,4,7,3,4,0,24,38,0
4951,37,5,180667,11,2,10,0,4,1,40,38,0
4952,46,2,186172,11,2,2,0,4,1,50,38,1
4953,33,2,309590,11,4,7,1,2,1,40,22,0
4954,40,2,34178,15,0,2,4,4,1,40,38,1
4955,44,2,103759,9,2,12,0,4,1,40,38,1
4956,34,5,137900,9,4,9,1,4,0,48,38,1
4957,60,2,223911,15,3,0,4,2,0,40,38,0
4958,48,2,55720,15,2,13,0,4,1,40,38,0
4959,39,2,123535,1,2,7,0,3,1,40,12,0
4960,24,2,479296,6,4,11,3,4,1,48,38,0
4961,28,2,134890,11,2,2,0,4,1,40,38,1
4962,33,2,183887,11,2,2,0,2,1,46,38,1
4963,28,2,55360,11,4,11,2,2,1,40,38,0
4964,34,2,113211,7,2,9,5,4,0,45,38,1
4965,25,2,224203,1,2,2,0,3,1,40,38,0
4966,28,2,113635,2,4,2,1,4,1,40,38,0
4967,23,2,52262,8,2,2,0,4,1,40,38,0
4968,25,1,202300,15,4,0,3,4,0,40,38,0
4969,19,2,307761,11,4,11,3,4,1,15,38,0
4970,48,2,324655,9,4,9,1,4,1,40,38,0
4971,60,2,23336,12,0,11,1,4,1,50,38,0
4972,26,2,206199,1,4,13,1,2,1,40,38,0
4973,38,0,365430,11,0,2,4,4,1,40,38,0
4974,53,2,42740,15,5,7,3,4,0,39,38,0
4975,30,2,160594,11,2,2,0,4,1,40,38,0
4976,53,3,202069,15,2,3,5,2,0,30,38,0
4977,41,3,60414,9,2,3,0,4,1,99,38,1
4978,42,2,340885,11,4,2,1,4,1,50,38,0
4979,22,2,194096,9,4,7,3,4,0,20,38,0
4980,27,5,222506,9,4,9,1,2,0,60,38,0
4981,44,2,55191,14,4,9,1,2,0,40,38,0
4982,58,2,88572,11,0,0,4,4,0,45,38,0
4983,28,2,216757,10,4,9,3,4,1,30,38,0
4984,48,2,57534,15,2,6,0,4,1,40,38,0
4985,41,4,201908,15,2,2,0,4,1,40,38,0
4986,50,1,237868,12,2,9,0,4,1,40,38,0
4987,46,2,285570,11,2,2,0,4,1,40,38,0
4988,35,2,187625,15,2,11,5,4,0,40,38,1
4989,24,2,376755,15,4,7,4,4,0,20,38,0
4990,56,1,137078,12,2,9,0,4,1,40,38,0
4991,42,2,175943,9,4,0,3,4,0,35,38,0
4992,27,2,211208,1,5,11,1,4,1,40,38,0
4993,35,2,105821,8,2,0,0,4,1,36,38,0
4994,49,2,205694,11,4,7,3,4,0,40,1,0
4995,39,2,148485,15,2,2,0,4,1,50,38,0
4996,28,2,142264,8,4,7,1,4,1,40,38,0
4997,45,4,125892,11,2,3,0,4,1,50,38,0
4998,66,2,250226,11,6,11,1,4,0,16,38,0
4999,19,2,300679,15,4,2,3,4,0,40,38,0
5000,18,2,112626,15,4,8,3,4,0,15,38,0
5001,47,2,153883,9,2,9,0,2,1,45,38,1
5002,48,2,103648,8,0,12,4,4,0,41,38,0
5003,49,1,331650,12,0,9,4,4,0,32,38,1
5004,50,3,171338,12,2,11,0,4,1,40,38,1
5005,47,4,178319,14,2,9,0,4,1,42,38,1
5006,30,2,217460,9,2,9,0,4,1,40,38,0
5007,44,4,182653,15,4,2,1,4,1,20,38,0
5008,47,2,459189,11,2,13,0,4,1,40,38,1
5009,52,2,87858,11,2,5,0,2,1,40,38,1
5010,32,2,125279,11,0,2,4,4,1,99,38,0
5011,39,4,169542,15,2,2,0,4,1,40,38,1
5012,47,2,363418,9,2,3,0,4,1,45,8,1
5013,42,2,198282,11,2,7,0,4,1,40,38,0
5014,33,2,104620,12,2,12,5,4,0,15,38,0
5015,29,2,176137,11,0,0,4,4,0,40,38,0
5016,40,2,191814,9,2,3,0,4,1,40,38,1
5017,42,1,150533,12,2,10,0,4,1,35,38,1
5018,28,2,115677,15,2,6,0,4,1,40,38,1
5019,19,2,182590,11,4,7,3,4,0,40,38,0
5020,30,2,239648,15,4,6,4,1,1,40,0,0
5021,71,2,139031,11,6,9,1,4,0,40,38,0
5022,53,0,141340,11,2,13,0,4,1,40,38,1
5023,64,2,170645,4,2,6,0,4,1,40,38,0
5024,44,1,241506,12,0,9,4,4,0,50,38,0
5025,72,2,163921,15,6,0,4,2,0,20,38,0
5026,64,4,104958,5,2,2,0,4,1,70,38,0
5027,51,2,144284,11,2,13,0,4,1,40,38,0
5028,51,4,181139,15,2,11,0,4,1,40,38,1
5029,55,2,209962,11,2,11,0,4,1,35,38,0
5030,34,2,87218,9,2,9,0,4,1,45,38,1
5031,36,2,182189,15,4,2,1,4,1,40,38,0
5032,20,2,196337,15,4,11,3,4,1,35,38,0
5033,25,2,238605,11,4,11,3,4,0,25,38,0
5034,40,2,106501,11,2,13,0,4,1,50,38,0
5035,24,2,172169,11,2,5,0,4,1,50,38,0
5036,39,2,242922,11,4,12,1,2,1,35,38,0
5037,56,2,257555,12,2,9,0,4,1,40,38,1
5038,25,2,192302,9,4,3,1,4,0,60,38,0
5039,38,3,115487,15,0,3,1,4,1,45,38,0
5040,22,2,70160,15,4,5,1,4,1,40,38,0
5041,29,2,410351,7,2,2,0,4,1,43,38,0
5042,25,2,236421,2,4,7,3,2,1,40,38,0
5043,36,2,196662,15,4,13,1,4,1,50,32,0
5044,50,4,203004,11,0,3,1,4,0,60,38,1
5045,22,2,200819,11,2,13,0,4,1,40,38,0
5046,19,2,222866,0,4,4,2,4,1,40,38,0
5047,20,2,204160,15,4,11,3,4,0,12,38,0
5048,54,2,141707,12,2,9,0,2,1,40,38,1
5049,28,2,219863,7,2,6,0,4,1,40,38,0
5050,59,2,35723,9,2,4,0,4,1,40,38,1
5051,52,2,163948,6,2,4,0,4,1,60,38,1
5052,39,2,100032,11,2,10,5,4,0,15,38,1
5053,22,2,33087,11,2,6,0,4,1,45,38,0
5054,57,2,337001,12,2,3,0,4,1,45,38,1
5055,18,2,151747,1,4,7,3,4,1,40,38,0
5056,31,1,85057,15,2,0,5,0,0,40,38,1
5057,25,2,257910,9,4,9,1,4,1,45,38,0
5058,37,2,94331,2,0,6,4,4,0,40,38,0
5059,26,2,250261,3,4,5,1,4,1,55,25,0
5060,32,2,97359,11,4,2,3,4,1,40,38,0
5061,53,5,121294,5,3,7,4,4,0,45,30,0
5062,49,3,211020,10,2,9,0,4,1,50,38,1
5063,65,3,116057,11,0,11,1,4,0,40,38,0
5064,52,2,469005,9,0,3,1,4,1,40,25,0
5065,30,1,197886,11,2,2,0,4,1,40,38,0
5066,40,2,379917,8,4,13,1,4,1,32,38,0
5067,28,2,30912,7,4,6,1,4,1,40,38,0
5068,28,2,206889,11,0,2,1,4,1,40,38,0
5069,45,4,87490,14,2,9,0,4,1,50,38,1
5070,40,1,241851,14,2,3,0,4,1,50,38,1
5071,42,2,155899,7,2,11,0,4,1,45,38,0
5072,77,1,120408,15,2,10,0,4,1,20,38,0
5073,64,2,77884,8,2,11,0,1,1,40,29,0
5074,43,2,162887,15,2,3,0,2,1,40,38,1
5075,30,2,154843,12,4,9,1,4,1,40,18,0
5076,43,1,115511,15,2,4,0,4,1,40,38,0
5077,40,2,121492,15,4,6,1,2,1,48,38,0
5078,31,2,103596,11,2,11,0,4,1,55,38,1
5079,25,2,457070,5,0,2,3,4,1,45,38,0
5080,19,2,73461,11,4,12,1,2,1,40,38,0
5081,41,3,153078,11,2,3,0,1,1,70,34,1
5082,51,2,194788,0,0,0,2,4,0,30,38,0
5083,31,4,203181,0,2,2,0,4,1,35,38,0
5084,35,2,230279,11,4,6,4,4,0,40,38,0
5085,52,2,89041,9,2,11,0,4,1,40,38,1
5086,41,5,92717,15,4,0,4,2,0,40,38,0
5087,27,2,257033,11,4,5,1,2,1,60,38,0
5088,40,2,145166,11,2,2,0,4,1,40,38,0
5089,38,2,20308,11,2,0,0,4,1,40,38,1
5090,27,2,38353,11,0,2,1,4,1,40,38,0
5091,25,2,133373,9,4,11,3,4,1,40,38,1
5092,20,2,166302,11,4,11,3,4,0,20,38,0
5093,17,2,333304,11,4,7,3,4,0,40,38,0
5094,31,1,265706,9,4,10,1,4,1,40,38,0
5095,65,4,111916,14,2,3,0,4,1,10,38,1
5096,62,5,213700,10,0,9,1,4,1,50,38,0
5097,39,2,276559,12,4,9,1,4,1,45,38,1
5098,36,2,36989,15,2,11,0,4,1,40,38,0
5099,59,2,181566,11,2,2,0,4,1,40,38,0
5100,23,2,202920,8,4,0,3,4,0,40,10,0
5101,32,4,24529,15,4,2,1,4,1,50,38,1
5102,22,2,137320,11,4,2,1,2,1,40,38,0
5103,28,2,160510,15,2,0,0,4,1,50,38,1
5104,19,2,233779,11,4,2,3,4,1,40,38,0
5105,54,5,276005,14,2,9,0,4,1,40,38,1
5106,36,3,192251,15,2,11,5,4,0,15,38,1
5107,50,2,274528,11,0,2,2,4,1,40,38,0
5108,17,2,23856,1,4,3,3,4,0,20,38,0
5109,53,2,175220,9,2,11,0,1,1,48,35,1
5110,41,4,233150,8,2,11,0,4,1,55,38,0
5111,26,2,153169,0,2,5,0,4,1,40,38,0
5112,59,0,298449,15,2,0,0,4,1,43,38,0
5113,17,2,188949,1,4,13,1,4,1,40,38,0
5114,30,2,157911,15,2,0,5,4,0,40,38,1
5115,33,2,243330,11,2,6,0,4,1,55,38,0
5116,40,2,271343,15,5,12,3,4,0,32,38,0
5117,48,2,45564,8,0,9,1,4,1,50,38,0
5118,47,2,262043,9,3,0,1,4,0,40,38,0
5119,38,2,103323,11,0,6,1,4,1,40,38,0
5120,30,4,96480,12,2,9,5,4,0,60,38,1
5121,47,2,154117,11,5,2,2,4,0,40,38,0
5122,41,2,151856,11,2,10,0,4,1,40,38,0
5123,20,2,132053,11,4,0,2,4,0,40,38,0
5124,29,2,199118,15,4,0,1,4,0,40,12,0
5125,36,4,119272,11,2,3,0,4,1,38,38,0
5126,18,2,209792,15,4,7,3,4,0,40,38,0
5127,35,2,185084,11,2,5,0,4,1,48,38,1
5128,41,2,230931,11,4,7,4,4,0,40,32,0
5129,23,2,162282,11,4,6,3,4,1,40,38,0
5130,39,4,185366,7,2,2,0,4,1,35,38,1
5131,46,2,93557,15,2,0,0,4,1,40,38,0
5132,45,2,160428,7,0,9,4,4,0,43,38,0
5133,53,2,159650,5,2,2,0,4,1,40,38,0
5134,54,1,137678,11,0,7,1,4,0,30,38,0
5135,48,4,56841,15,0,13,1,4,1,40,38,0
5136,32,4,33124,9,4,2,1,4,0,35,38,0
5137,31,2,219117,15,0,3,4,4,0,60,38,0
5138,43,2,208045,12,4,9,1,4,1,40,38,1
5139,43,2,128578,11,2,11,0,4,1,60,38,1
5140,28,2,351731,11,0,2,4,4,1,50,38,0
5141,46,2,201694,7,5,3,4,4,0,40,38,0
5142,34,2,205152,11,2,5,0,4,1,40,38,0
5143,25,2,190107,9,4,9,1,4,1,35,38,0
5144,23,0,244480,15,4,0,4,4,0,15,38,0
5145,32,2,347112,9,4,3,1,4,0,45,38,0
5146,37,0,106297,11,0,5,4,4,1,40,38,0
5147,36,2,128516,11,0,7,1,4,0,20,38,0
5148,27,2,55950,15,4,3,1,2,0,40,38,0
5149,29,2,324505,15,5,0,1,4,1,40,38,0
5150,42,2,130760,15,2,6,0,4,1,40,38,0
5151,24,1,174413,9,4,9,1,4,0,40,38,0
5152,22,2,144238,1,4,4,3,4,0,38,38,0
5153,47,2,193047,10,2,11,0,4,1,60,38,0
5154,43,2,300099,15,4,7,1,4,0,40,38,0
5155,56,4,42166,9,2,7,0,4,1,40,38,0
5156,54,2,171924,11,2,11,0,4,1,50,1,1
5157,50,2,201984,11,0,6,4,4,1,40,38,0
5158,29,2,306420,11,2,2,0,4,1,45,38,1
5159,32,4,46746,15,2,4,0,4,1,65,38,0
5160,37,2,185325,11,2,2,0,4,1,44,38,0
5161,30,2,201697,9,4,7,1,4,1,40,38,0
5162,30,2,181372,9,2,9,5,4,0,40,38,1
5163,39,2,112077,11,2,2,0,4,1,40,38,0
5164,23,2,370057,11,0,0,1,4,0,40,38,0
5165,32,2,72591,11,2,2,0,4,1,40,38,0
5166,37,1,105803,12,2,3,0,4,1,40,38,1
5167,20,2,198478,11,4,4,2,4,1,40,38,0
5168,33,2,119017,15,0,0,4,4,0,50,38,0
5169,42,2,138872,11,2,13,0,4,1,99,38,0
5170,56,0,97213,9,4,0,1,4,0,60,38,0
5171,40,2,36556,10,2,9,0,4,1,55,38,0
5172,38,5,200904,0,5,0,4,2,0,40,38,0
5173,49,2,186256,15,2,9,0,4,1,30,38,0
5174,18,2,115815,15,4,7,3,4,1,20,8,0
5175,42,2,308770,15,2,0,0,2,1,40,38,1
5176,25,1,187792,15,0,10,1,4,0,40,38,0
5177,38,2,233571,15,2,12,5,4,0,40,38,1
5178,26,2,131913,9,4,6,1,2,0,40,38,0
5179,26,2,31558,9,2,9,0,4,1,90,38,1
5180,33,2,255004,11,4,13,1,4,1,61,38,0
5181,25,1,315287,15,4,10,2,2,1,40,37,0
5182,18,2,182545,11,4,6,3,2,1,40,38,0
5183,59,2,750972,11,2,6,0,4,1,40,38,0
5184,69,4,505365,15,2,11,0,4,1,45,38,1
5185,22,1,177475,9,4,9,1,4,0,40,38,0
5186,40,2,203761,1,2,5,0,4,1,40,38,0
5187,40,4,36104,15,2,2,0,4,1,40,38,0
5188,33,3,179708,15,2,2,0,4,1,40,38,0
5189,51,3,77392,0,2,4,0,4,1,60,38,1
5190,59,1,173992,11,5,0,4,4,0,35,38,0
5191,20,2,119665,11,4,2,3,4,1,40,38,0
5192,37,2,188391,7,4,12,1,4,1,46,38,0
5193,51,2,326005,11,2,3,0,4,1,40,8,1
5194,24,2,203203,9,4,11,1,4,0,25,38,0
5195,59,2,64102,0,2,5,0,4,1,40,38,0
5196,21,2,169188,11,4,6,3,4,0,35,38,0
5197,45,2,385793,4,2,2,0,3,1,40,25,0
5198,25,2,390537,15,4,11,4,4,0,25,7,0
5199,29,2,115677,1,4,6,3,4,1,42,38,0
5200,22,2,230248,7,4,0,2,4,0,40,38,0
5201,72,2,108038,12,0,9,1,4,1,60,4,1
5202,39,1,282461,8,2,10,0,4,1,40,38,1
5203,36,2,184659,11,2,2,0,4,1,40,38,1
5204,65,2,182470,8,3,2,1,4,1,20,38,0
5205,63,2,458609,11,0,11,1,4,0,30,38,0
5206,58,2,104476,15,5,0,1,4,0,40,38,0
5207,27,2,200802,8,5,0,3,4,0,40,38,0
5208,58,2,170608,0,5,10,1,4,0,40,38,0
5209,52,2,197322,15,2,2,0,4,1,40,38,0
5210,37,2,118358,15,2,2,0,4,1,40,38,1
5211,29,2,131045,8,5,0,4,4,0,40,38,0
5212,30,2,110083,8,4,2,1,4,0,40,38,0
5213,32,2,335569,11,2,2,0,4,1,40,38,0
5214,47,2,167159,11,2,5,0,4,1,40,38,1
5215,50,2,170326,11,0,6,1,4,0,40,38,0
5216,39,2,319052,9,2,5,5,1,0,37,29,0
5217,57,2,174662,11,2,2,0,4,1,40,38,0
5218,40,2,110732,11,4,0,3,4,0,50,38,0
5219,27,0,409815,15,0,0,2,2,0,50,38,0
5220,28,2,79874,15,4,7,1,4,1,37,38,0
5221,49,2,116641,9,2,3,5,4,0,35,38,1
5222,33,2,87209,11,0,2,1,4,1,45,38,0
5223,46,4,142222,15,5,3,4,4,0,60,38,0
5224,50,1,120521,15,2,3,0,0,1,50,38,1
5225,43,4,247752,12,2,11,0,4,1,60,38,0
5226,26,2,34161,15,4,7,4,4,0,40,38,0
5227,33,2,589155,15,2,6,0,4,1,50,38,0
5228,50,2,149784,15,2,2,0,4,1,40,38,0
